BusinessEntityID,Severity,IncidentDate,ClosureDate
3182,Low,11/7/2012,11/10/2012
49,High,6/29/2012,6/30/2012
5437,High,12/19/2012,12/19/2012
2327,Medium,12/25/2011,12/30/2011
829,Low,7/14/2012,7/18/2012
17731,Medium,3/21/2012,3/24/2012
17520,Low,6/6/2013,6/13/2013
18436,Low,4/15/2012,4/22/2012
7940,High,10/8/2012,10/13/2012
18373,High,9/12/2011,9/14/2011
18107,Low,7/7/2012,7/14/2012
8805,Low,10/9/2011,10/12/2011
14398,Low,4/29/2013,5/5/2013
15286,Medium,1/11/2012,1/14/2012
6889,High,4/21/2012,4/25/2012
7348,High,10/7/2011,10/7/2011
13236,Medium,6/29/2013,7/1/2013
18488,High,5/16/2014,5/23/2014
12547,Low,4/26/2013,4/28/2013
7751,High,12/2/2011,12/8/2011
2327,Medium,8/3/2011,8/5/2011
2521,Low,3/12/2014,3/19/2014
16643,Low,12/16/2011,12/21/2011
6527,Low,5/15/2012,5/22/2012
13704,Low,7/8/2013,7/13/2013
7957,Low,4/23/2012,4/29/2012
9704,Low,5/29/2014,6/5/2014
5548,Low,3/2/2014,3/6/2014
5517,High,2/12/2013,2/19/2013
7457,High,7/27/2012,7/31/2012
15332,Low,6/12/2011,6/12/2011
276,Medium,6/21/2014,6/21/2014
17259,Medium,11/29/2012,12/4/2012
16887,Low,6/17/2013,6/18/2013
13959,High,6/10/2013,6/16/2013
15098,Medium,2/16/2012,2/18/2012
3359,High,8/11/2011,8/15/2011
14489,High,11/16/2011,11/17/2011
9997,Low,2/12/2012,2/17/2012
7205,Low,5/26/2012,5/27/2012
2829,Low,10/23/2013,10/24/2013
16164,High,6/13/2011,6/18/2011
16969,Low,6/2/2012,6/9/2012
1904,Medium,7/30/2011,8/5/2011
16698,Low,9/7/2011,9/11/2011
3411,High,10/20/2012,10/25/2012
3830,Low,3/15/2012,3/15/2012
11544,Medium,1/2/2013,1/2/2013
1785,Low,6/21/2014,6/21/2014
2735,Low,9/26/2012,9/29/2012
16576,High,5/25/2013,5/28/2013
16488,High,1/15/2013,1/20/2013
13048,Medium,6/4/2011,6/10/2011
18370,High,9/7/2013,9/9/2013
16402,Medium,2/23/2013,3/1/2013
16658,Low,6/25/2013,6/30/2013
3291,Medium,4/28/2013,4/28/2013
8438,Medium,8/16/2013,8/18/2013
13882,Low,7/10/2012,7/10/2012
14721,High,8/10/2012,8/12/2012
12722,Medium,9/29/2013,9/29/2013
8639,Low,10/2/2011,10/9/2011
5619,Low,6/1/2011,6/5/2011
2874,High,6/25/2011,6/28/2011
2046,High,6/30/2011,7/1/2011
2440,Low,10/2/2011,10/4/2011
14764,Medium,6/1/2012,6/1/2012
16551,Medium,3/6/2013,3/13/2013
13346,Medium,3/3/2014,3/9/2014
1158,Medium,2/22/2014,2/27/2014
18458,Low,3/15/2013,3/19/2013
7920,High,3/21/2013,3/28/2013
16328,Low,11/21/2011,11/26/2011
12956,Medium,8/12/2012,8/16/2012
1753,Medium,11/24/2011,11/26/2011
16327,High,9/6/2013,9/11/2013
8987,High,10/1/2011,10/2/2011
8392,High,5/8/2014,5/14/2014
10351,Medium,3/16/2013,3/18/2013
15059,Medium,10/2/2011,10/3/2011
8772,High,4/11/2014,4/12/2014
9279,Low,9/8/2012,9/15/2012
572,Medium,8/23/2013,8/28/2013
17671,Low,5/8/2013,5/8/2013
5747,High,10/11/2013,10/17/2013
2340,High,1/31/2014,2/2/2014
998,Medium,6/7/2014,6/13/2014
17856,Medium,6/18/2014,6/23/2014
17709,High,10/22/2011,10/23/2011
4636,Medium,2/21/2013,2/24/2013
6741,Low,11/5/2012,11/6/2012
10503,Medium,8/7/2011,8/10/2011
11518,Low,9/27/2012,10/4/2012
17360,Medium,2/24/2014,2/24/2014
1627,Medium,11/14/2013,11/18/2013
5583,Low,3/7/2013,3/12/2013
7232,Medium,9/16/2011,9/17/2011
189,Low,10/25/2012,10/28/2012
6020,High,1/3/2014,1/10/2014
13796,High,4/4/2012,4/11/2012
5588,Medium,8/26/2012,8/29/2012
11906,Low,1/26/2013,1/26/2013
15256,Low,12/25/2011,12/27/2011
11236,Medium,2/26/2012,3/4/2012
4382,High,4/16/2014,4/16/2014
12575,High,8/9/2013,8/15/2013
8129,Medium,8/15/2011,8/19/2011
1190,High,6/4/2012,6/5/2012
9065,Medium,3/18/2012,3/21/2012
3580,Low,11/26/2013,12/1/2013
15507,High,6/5/2014,6/6/2014
1027,Medium,5/7/2013,5/13/2013
3357,Low,3/27/2014,3/28/2014
7593,High,10/11/2011,10/12/2011
2712,Medium,9/17/2012,9/18/2012
14413,Medium,11/8/2013,11/8/2013
16889,Medium,6/3/2014,6/5/2014
741,High,11/12/2013,11/16/2013
309,Medium,11/27/2013,12/4/2013
6985,Low,5/22/2014,5/22/2014
8065,Medium,9/27/2012,10/2/2012
664,Medium,2/6/2013,2/8/2013
15965,Low,6/8/2013,6/9/2013
1416,Low,12/4/2011,12/4/2011
12656,High,3/26/2014,4/1/2014
10247,High,1/31/2012,2/2/2012
18503,Low,1/19/2014,1/26/2014
274,Low,11/3/2012,11/5/2012
1371,High,1/7/2013,1/11/2013
1093,Low,6/24/2014,6/30/2014
11568,Low,11/17/2013,11/20/2013
4106,High,6/30/2013,7/4/2013
9832,High,12/22/2013,12/22/2013
3934,Low,11/9/2012,11/15/2012
7165,High,8/15/2012,8/17/2012
8491,Medium,9/9/2012,9/14/2012
4477,High,4/2/2013,4/4/2013
14131,Medium,2/24/2014,2/26/2014
1354,Medium,2/16/2012,2/16/2012
17365,High,2/1/2014,2/2/2014
7498,High,1/16/2014,1/21/2014
12237,High,11/18/2012,11/25/2012
17265,High,5/26/2012,5/30/2012
5733,High,10/6/2012,10/11/2012
1505,Medium,7/11/2011,7/14/2011
4368,Low,12/13/2012,12/16/2012
7833,Low,12/21/2012,12/22/2012
6857,Medium,1/23/2013,1/26/2013
4905,Low,2/25/2012,2/28/2012
5164,High,9/18/2013,9/22/2013
14320,Low,7/8/2012,7/12/2012
13564,Medium,10/26/2011,10/28/2011
1871,Low,3/12/2014,3/16/2014
1310,Low,11/14/2011,11/15/2011
17115,Medium,12/2/2011,12/2/2011
4797,Low,3/16/2012,3/22/2012
12646,High,4/29/2012,4/30/2012
6521,Medium,5/16/2013,5/19/2013
1274,Medium,4/26/2012,4/29/2012
4312,High,2/7/2014,2/9/2014
6005,High,6/5/2012,6/8/2012
1020,High,4/23/2013,4/28/2013
10151,Low,5/22/2014,5/26/2014
1470,Medium,12/13/2011,12/13/2011
14127,Medium,1/4/2012,1/6/2012
6348,High,12/14/2011,12/16/2011
6146,Medium,12/6/2012,12/7/2012
16544,Medium,1/15/2013,1/17/2013
14049,Low,4/1/2013,4/7/2013
10879,High,8/28/2013,8/29/2013
7803,High,2/23/2014,2/24/2014
2013,Medium,11/11/2011,11/13/2011
687,High,3/11/2012,3/17/2012
6814,High,9/4/2013,9/8/2013
5059,High,3/26/2014,3/29/2014
15619,Low,2/29/2012,3/6/2012
1005,High,9/8/2011,9/11/2011
11435,Low,2/19/2014,2/24/2014
5869,Medium,12/4/2013,12/6/2013
9550,High,2/15/2013,2/22/2013
11665,Low,11/7/2013,11/9/2013
5456,High,8/30/2011,8/31/2011
5355,High,12/4/2012,12/6/2012
8704,Medium,9/2/2011,9/6/2011
3233,Low,6/20/2013,6/25/2013
5867,Low,7/8/2013,7/11/2013
2717,High,1/28/2013,2/3/2013
16614,Medium,11/8/2011,11/8/2011
16795,Medium,11/10/2011,11/10/2011
3120,Medium,1/13/2013,1/14/2013
15054,High,7/1/2013,7/2/2013
801,Low,12/11/2011,12/12/2011
11245,Medium,1/7/2013,1/11/2013
3108,High,10/2/2011,10/4/2011
17225,High,5/8/2014,5/8/2014
13213,High,12/8/2013,12/12/2013
11734,Low,1/14/2014,1/15/2014
2351,Low,12/4/2013,12/6/2013
8107,High,8/1/2012,8/4/2012
7993,Medium,5/29/2013,6/3/2013
4625,High,4/21/2012,4/25/2012
18333,Low,10/11/2013,10/11/2013
9821,Low,8/18/2012,8/21/2012
5832,Medium,4/17/2012,4/22/2012
7453,Medium,5/12/2013,5/17/2013
3124,Medium,8/31/2012,9/3/2012
11114,Medium,10/2/2013,10/7/2013
11698,Low,1/24/2012,1/31/2012
6075,High,4/5/2012,4/5/2012
10171,High,3/22/2013,3/27/2013
11475,High,8/30/2011,9/5/2011
16916,High,9/24/2013,9/24/2013
8040,High,5/17/2013,5/20/2013
11404,Low,10/24/2013,10/27/2013
14046,Low,12/5/2011,12/11/2011
4665,High,7/5/2013,7/5/2013
10501,Low,3/14/2012,3/19/2012
8732,High,4/10/2014,4/11/2014
9805,High,12/21/2011,12/25/2011
8648,Medium,2/3/2014,2/4/2014
8835,Medium,7/28/2012,8/4/2012
7072,Low,3/18/2012,3/25/2012
16639,Medium,5/12/2013,5/13/2013
9796,High,11/7/2012,11/7/2012
10430,Low,5/13/2014,5/18/2014
8640,Low,11/1/2012,11/3/2012
6831,Medium,8/20/2013,8/20/2013
15688,Medium,2/2/2014,2/5/2014
1984,High,8/21/2013,8/27/2013
5624,Low,2/2/2013,2/2/2013
6218,Low,10/16/2012,10/18/2012
6927,High,6/27/2012,6/29/2012
284,Low,10/27/2012,10/29/2012
6881,Medium,3/2/2012,3/6/2012
3370,Low,7/5/2012,7/10/2012
2821,Medium,8/13/2011,8/20/2011
2462,Medium,12/16/2012,12/21/2012
17181,Medium,9/4/2012,9/6/2012
18226,Low,10/31/2013,10/31/2013
5852,Medium,11/11/2013,11/12/2013
3286,Medium,5/2/2014,5/3/2014
6233,High,10/8/2013,10/12/2013
17358,Low,1/17/2012,1/22/2012
17076,Low,3/4/2013,3/11/2013
16987,High,7/8/2013,7/12/2013
17464,Medium,2/11/2013,2/15/2013
18419,Low,10/19/2013,10/21/2013
10397,High,9/24/2013,9/28/2013
358,Medium,2/22/2013,2/27/2013
8991,Low,6/18/2013,6/22/2013
17383,Low,3/6/2014,3/10/2014
10620,Medium,11/2/2012,11/9/2012
2805,High,1/22/2013,1/22/2013
16696,High,11/24/2011,11/27/2011
8365,Low,4/10/2012,4/11/2012
2827,Medium,10/13/2012,10/13/2012
14720,Medium,8/1/2012,8/2/2012
8689,High,6/20/2013,6/25/2013
865,Medium,1/26/2012,1/29/2012
9140,Medium,1/24/2013,1/25/2013
11526,Medium,6/3/2011,6/10/2011
18392,Medium,4/2/2012,4/6/2012
15909,Low,12/26/2013,1/2/2014
5545,High,6/18/2014,6/22/2014
3758,High,4/10/2013,4/17/2013
14854,Low,6/2/2013,6/9/2013
7112,High,8/3/2013,8/5/2013
5964,High,6/3/2014,6/5/2014
15668,High,9/25/2013,9/27/2013
15130,High,12/26/2012,12/26/2012
1205,Medium,3/19/2013,3/22/2013
2105,Low,12/24/2012,12/24/2012
11535,Low,9/26/2012,10/3/2012
1025,Low,10/27/2013,11/2/2013
11971,High,9/20/2012,9/22/2012
4586,Medium,6/4/2011,6/6/2011
679,High,5/5/2013,5/7/2013
11612,High,2/24/2012,2/27/2012
594,Medium,3/9/2014,3/12/2014
14031,Medium,1/26/2014,1/31/2014
17110,Medium,2/19/2013,2/24/2013
617,High,10/23/2011,10/27/2011
5648,Low,4/15/2012,4/17/2012
12414,Low,3/15/2012,3/21/2012
7978,High,1/9/2013,1/13/2013
5425,High,1/7/2012,1/14/2012
8465,Low,1/21/2013,1/23/2013
6091,High,7/23/2011,7/29/2011
18262,Medium,5/2/2013,5/2/2013
15217,Medium,6/24/2012,6/25/2012
8749,High,10/22/2012,10/27/2012
11208,Medium,4/1/2012,4/6/2012
4041,High,6/14/2011,6/16/2011
4156,Low,9/23/2011,9/26/2011
5902,High,1/30/2012,1/31/2012
3852,Medium,9/6/2012,9/12/2012
12740,High,4/15/2012,4/22/2012
9377,High,12/17/2013,12/17/2013
2598,Medium,8/3/2013,8/4/2013
11801,Low,2/21/2014,2/27/2014
3908,High,2/9/2012,2/9/2012
5983,Low,12/26/2013,1/2/2014
8850,High,1/7/2014,1/12/2014
9490,High,2/28/2013,3/3/2013
13724,Low,3/28/2013,3/31/2013
14705,Low,3/10/2013,3/16/2013
10860,Medium,4/1/2014,4/7/2014
13573,High,12/14/2012,12/17/2012
3809,Low,4/9/2012,4/9/2012
8178,High,7/24/2012,7/31/2012
5828,High,6/12/2012,6/12/2012
2017,Medium,4/28/2014,4/28/2014
665,Medium,3/25/2013,3/31/2013
11269,High,10/7/2011,10/13/2011
5701,Low,5/1/2013,5/5/2013
3306,High,9/23/2012,9/24/2012
9389,High,9/5/2012,9/7/2012
4823,Low,10/15/2012,10/21/2012
16391,High,11/15/2013,11/17/2013
5533,Low,2/18/2014,2/22/2014
17207,Low,2/26/2014,2/26/2014
14576,Low,6/6/2012,6/12/2012
9780,Low,1/24/2013,1/27/2013
15943,Medium,4/16/2014,4/19/2014
10343,Medium,2/24/2013,2/25/2013
12645,Medium,11/29/2013,12/1/2013
10963,High,8/16/2013,8/20/2013
1255,Medium,1/17/2013,1/20/2013
6446,Low,12/16/2011,12/23/2011
17341,High,1/5/2013,1/9/2013
6038,High,3/2/2013,3/5/2013
1665,Low,8/12/2012,8/17/2012
4674,High,11/1/2013,11/3/2013
1641,Medium,5/15/2013,5/16/2013
16493,High,10/21/2013,10/28/2013
416,Medium,4/11/2013,4/12/2013
2012,Low,10/9/2013,10/13/2013
6224,Medium,5/16/2013,5/16/2013
13051,Medium,9/5/2011,9/10/2011
12515,Low,9/10/2011,9/12/2011
11152,High,4/6/2014,4/8/2014
2476,Low,10/15/2013,10/15/2013
13132,Medium,6/16/2012,6/22/2012
14163,Medium,6/15/2012,6/20/2012
2265,High,1/14/2014,1/14/2014
5800,Low,6/9/2011,6/16/2011
5239,Low,10/4/2012,10/6/2012
15502,Low,1/3/2013,1/10/2013
9378,Medium,12/17/2012,12/18/2012
7580,Medium,5/1/2014,5/8/2014
11633,High,8/21/2011,8/22/2011
16007,High,8/18/2011,8/24/2011
3713,Low,7/5/2013,7/9/2013
15661,Medium,9/1/2012,9/4/2012
7561,Medium,9/30/2011,10/5/2011
12602,High,3/10/2012,3/12/2012
9125,Low,7/28/2011,8/1/2011
10481,Low,5/31/2011,6/5/2011
5499,Low,1/12/2013,1/17/2013
7038,Low,1/11/2014,1/16/2014
4394,Medium,1/12/2013,1/18/2013
10066,Low,8/20/2013,8/26/2013
18058,High,4/7/2012,4/9/2012
16990,Low,4/23/2014,4/23/2014
9902,Medium,5/16/2013,5/20/2013
4989,High,6/5/2014,6/11/2014
1789,Low,11/22/2011,11/27/2011
12920,Medium,1/2/2013,1/3/2013
9917,High,7/5/2013,7/10/2013
487,High,8/28/2013,9/1/2013
13174,High,3/6/2013,3/11/2013
14200,Low,3/22/2012,3/25/2012
4583,Low,1/9/2013,1/9/2013
18449,Medium,9/27/2013,10/2/2013
11825,Medium,1/5/2012,1/11/2012
12182,Low,8/3/2013,8/7/2013
17844,Medium,6/5/2014,6/12/2014
6667,Medium,5/8/2014,5/10/2014
6949,Low,8/2/2011,8/9/2011
6929,Low,9/9/2011,9/13/2011
14899,High,6/15/2013,6/18/2013
18404,High,12/23/2012,12/25/2012
658,Medium,5/11/2012,5/16/2012
122,High,8/15/2011,8/19/2011
3828,Low,10/30/2012,11/2/2012
17769,Low,3/18/2014,3/25/2014
2293,High,6/5/2014,6/7/2014
1903,Low,11/16/2013,11/18/2013
8698,Medium,9/23/2011,9/27/2011
6277,High,2/27/2012,2/27/2012
15617,Medium,3/19/2013,3/25/2013
6315,Medium,1/20/2012,1/21/2012
9567,Medium,9/18/2012,9/20/2012
161,Medium,3/23/2014,3/27/2014
12580,Medium,8/27/2012,8/31/2012
8414,Low,4/16/2014,4/20/2014
3065,Medium,11/25/2011,11/27/2011
10816,High,8/11/2011,8/18/2011
15602,Medium,2/13/2014,2/17/2014
13267,Medium,8/16/2013,8/21/2013
4211,Medium,11/29/2013,12/5/2013
11694,Low,1/5/2014,1/11/2014
8251,High,10/22/2011,10/22/2011
14838,High,6/28/2011,7/2/2011
16403,Medium,12/28/2012,1/2/2013
5603,Low,2/1/2012,2/1/2012
7016,High,2/23/2014,2/26/2014
5414,Low,3/28/2014,4/2/2014
8981,Medium,5/5/2014,5/7/2014
9336,Medium,10/10/2012,10/13/2012
3543,Low,6/18/2011,6/18/2011
713,Medium,12/23/2013,12/26/2013
12444,High,1/15/2013,1/22/2013
12763,Low,8/15/2013,8/18/2013
3845,Low,10/7/2013,10/10/2013
10909,Low,11/27/2013,11/28/2013
10042,Low,10/11/2011,10/17/2011
16883,High,7/20/2013,7/25/2013
5763,High,11/21/2012,11/26/2012
791,Low,7/7/2012,7/7/2012
5630,Medium,12/8/2012,12/12/2012
6433,Medium,10/18/2013,10/22/2013
9537,Medium,4/1/2014,4/4/2014
11881,Low,7/15/2012,7/21/2012
15053,Medium,12/4/2013,12/8/2013
8327,Low,7/3/2012,7/3/2012
14068,Low,11/30/2013,12/6/2013
109,Medium,1/4/2013,1/6/2013
10294,High,6/8/2013,6/11/2013
11613,Medium,9/9/2011,9/12/2011
3613,High,11/9/2013,11/13/2013
17950,Low,7/25/2012,7/28/2012
4283,High,12/13/2011,12/19/2011
15797,Low,4/2/2014,4/7/2014
11466,Low,4/19/2014,4/22/2014
16475,Low,10/7/2011,10/7/2011
13276,Low,7/11/2011,7/11/2011
1084,Medium,1/22/2013,1/28/2013
16401,Medium,12/15/2011,12/19/2011
11446,Low,9/16/2011,9/17/2011
6843,High,3/21/2012,3/21/2012
17110,High,4/2/2014,4/9/2014
15301,High,1/19/2014,1/19/2014
10496,High,6/6/2013,6/11/2013
10326,Low,2/4/2014,2/5/2014
5568,Low,3/4/2014,3/5/2014
5916,High,5/12/2013,5/19/2013
4522,High,2/25/2014,3/4/2014
5019,Low,3/30/2012,3/31/2012
5418,Medium,11/4/2011,11/11/2011
16053,Medium,2/24/2013,3/3/2013
11651,Medium,6/21/2013,6/27/2013
10808,High,8/23/2012,8/29/2012
1855,Low,3/5/2012,3/5/2012
14846,Medium,7/16/2012,7/22/2012
1129,Medium,12/29/2012,1/1/2013
11413,Medium,11/14/2013,11/21/2013
3156,Medium,3/27/2014,4/3/2014
17077,Medium,3/16/2014,3/20/2014
9335,High,2/28/2012,3/2/2012
1547,High,7/10/2012,7/14/2012
8409,High,5/16/2014,5/16/2014
3475,High,9/23/2011,9/24/2011
16024,High,4/15/2013,4/20/2013
8841,Medium,6/9/2012,6/15/2012
12856,High,7/13/2011,7/17/2011
13658,Medium,9/9/2013,9/10/2013
9907,High,7/15/2011,7/22/2011
11692,High,7/28/2011,8/1/2011
6476,Low,6/26/2012,7/3/2012
17905,Low,1/9/2014,1/12/2014
6179,Low,12/12/2012,12/16/2012
7577,High,4/7/2014,4/9/2014
6132,Medium,9/15/2012,9/17/2012
4285,High,11/11/2012,11/14/2012
4277,Medium,5/15/2012,5/17/2012
12716,High,6/8/2012,6/10/2012
1732,High,7/9/2011,7/11/2011
17467,Medium,11/15/2011,11/16/2011
13046,High,10/1/2011,10/6/2011
5053,Medium,7/8/2012,7/15/2012
4323,High,4/23/2013,4/26/2013
5408,Medium,3/31/2014,4/4/2014
866,Medium,8/7/2013,8/14/2013
1958,High,7/6/2012,7/9/2012
5294,High,10/30/2013,11/5/2013
10102,Low,11/7/2011,11/8/2011
14546,Low,1/28/2013,2/1/2013
16016,Medium,12/23/2012,12/29/2012
17716,Low,9/14/2011,9/21/2011
13687,High,6/2/2012,6/5/2012
8273,High,5/11/2013,5/14/2013
5041,High,5/2/2014,5/5/2014
12297,High,5/28/2014,6/2/2014
13646,High,7/18/2012,7/25/2012
10060,High,11/4/2013,11/4/2013
10825,Low,10/28/2011,10/31/2011
1027,Medium,12/5/2012,12/6/2012
15339,High,2/3/2013,2/3/2013
11762,Low,12/15/2011,12/15/2011
9716,Low,10/5/2011,10/5/2011
5838,Medium,6/7/2011,6/11/2011
9705,High,7/8/2011,7/12/2011
8185,High,3/14/2013,3/14/2013
2723,High,11/28/2013,11/29/2013
16708,High,6/18/2014,6/22/2014
14269,High,9/9/2012,9/11/2012
17790,Medium,8/4/2011,8/4/2011
17001,Medium,2/10/2013,2/14/2013
2904,Medium,5/27/2012,5/27/2012
14967,Low,6/16/2012,6/18/2012
4100,Medium,4/1/2012,4/8/2012
14495,Medium,12/12/2011,12/18/2011
15642,Low,7/8/2013,7/9/2013
5042,Medium,3/14/2014,3/17/2014
1722,Low,5/14/2012,5/16/2012
6205,High,8/9/2011,8/14/2011
12410,Medium,2/20/2012,2/27/2012
14149,Low,10/2/2012,10/2/2012
16419,Low,4/23/2012,4/29/2012
7029,High,12/17/2013,12/19/2013
16502,High,7/27/2012,7/27/2012
7840,Low,11/26/2011,11/30/2011
5632,Medium,6/10/2012,6/12/2012
11654,Low,5/21/2013,5/23/2013
4906,Low,6/16/2013,6/23/2013
10600,High,6/13/2011,6/14/2011
1392,Medium,7/7/2012,7/11/2012
6091,Medium,6/1/2013,6/6/2013
3675,High,4/30/2014,5/3/2014
2930,Medium,3/6/2012,3/6/2012
5274,Medium,7/8/2013,7/15/2013
6573,Medium,11/1/2011,11/7/2011
11246,Medium,4/11/2013,4/14/2013
1778,Medium,5/4/2012,5/6/2012
9140,Medium,3/29/2012,3/30/2012
8914,High,3/22/2012,3/29/2012
4082,Medium,12/23/2012,12/27/2012
434,Low,11/27/2011,12/4/2011
7925,Medium,11/26/2013,11/28/2013
6584,Low,5/13/2014,5/19/2014
7656,Medium,5/31/2012,6/7/2012
4480,Low,6/28/2011,7/3/2011
4219,High,8/25/2011,8/26/2011
5879,High,12/3/2012,12/3/2012
15169,High,6/30/2013,7/4/2013
3390,High,7/29/2013,8/5/2013
11430,Medium,6/30/2011,7/2/2011
5689,Medium,6/11/2012,6/12/2012
14191,Low,12/16/2013,12/20/2013
6739,Low,12/2/2012,12/7/2012
6566,High,7/23/2011,7/29/2011
6400,Low,4/21/2014,4/28/2014
5225,High,11/18/2013,11/20/2013
11501,High,12/26/2013,12/29/2013
11961,Low,2/11/2014,2/11/2014
165,Medium,2/10/2012,2/15/2012
5584,Low,5/14/2012,5/15/2012
12821,Low,5/1/2012,5/8/2012
4281,High,5/31/2014,6/4/2014
7317,High,8/31/2012,9/3/2012
14865,Medium,8/7/2011,8/14/2011
17834,High,8/31/2011,9/5/2011
2953,Medium,8/27/2013,8/29/2013
8633,Low,3/31/2013,4/1/2013
15342,High,6/23/2013,6/27/2013
7468,Medium,8/30/2012,9/1/2012
15207,High,4/11/2013,4/16/2013
10752,Medium,6/21/2013,6/21/2013
2320,High,10/30/2011,11/6/2011
14318,High,6/8/2012,6/8/2012
6505,Low,1/25/2014,1/28/2014
16237,High,2/9/2012,2/13/2012
14008,High,11/3/2013,11/5/2013
4639,Low,6/19/2011,6/25/2011
15647,Low,1/19/2013,1/24/2013
15078,Medium,5/12/2012,5/19/2012
16336,Low,1/1/2012,1/5/2012
8902,High,6/6/2014,6/11/2014
16834,Medium,6/29/2014,7/1/2014
1291,High,12/24/2011,12/28/2011
4262,High,1/11/2012,1/11/2012
15711,Medium,11/7/2013,11/13/2013
5444,Medium,4/10/2013,4/17/2013
16878,Medium,11/23/2013,11/28/2013
11713,Low,6/12/2013,6/18/2013
18005,High,12/21/2012,12/27/2012
6171,High,6/28/2012,6/30/2012
5045,Low,10/10/2011,10/16/2011
8269,High,10/30/2012,11/1/2012
557,Low,1/9/2012,1/9/2012
9920,Low,6/29/2011,7/6/2011
13584,Low,5/25/2013,5/29/2013
14946,High,9/15/2012,9/15/2012
15888,Medium,5/8/2014,5/11/2014
4802,Medium,12/4/2012,12/4/2012
2993,Medium,3/17/2012,3/23/2012
13704,Medium,3/12/2012,3/17/2012
11818,Low,1/18/2013,1/24/2013
11722,High,8/4/2011,8/7/2011
1136,Medium,5/19/2014,5/23/2014
10674,Low,3/21/2013,3/23/2013
15710,Medium,12/12/2011,12/19/2011
9253,Medium,6/3/2012,6/9/2012
9094,Low,10/17/2012,10/18/2012
17254,High,5/9/2014,5/10/2014
7759,High,10/18/2013,10/20/2013
8087,Medium,9/30/2013,10/3/2013
712,High,4/6/2014,4/13/2014
18009,High,12/14/2013,12/19/2013
11774,Medium,9/11/2013,9/17/2013
13753,High,1/20/2012,1/27/2012
15363,High,1/12/2012,1/15/2012
6558,Medium,11/24/2013,11/30/2013
13547,High,12/28/2012,12/28/2012
2380,Low,3/11/2014,3/18/2014
14588,Medium,9/21/2013,9/28/2013
16354,Low,5/5/2012,5/10/2012
6265,Medium,9/5/2012,9/12/2012
4757,Medium,8/30/2011,8/31/2011
5839,Medium,3/17/2014,3/22/2014
16973,Medium,8/13/2011,8/15/2011
3784,Medium,7/2/2012,7/4/2012
12706,High,4/20/2012,4/25/2012
11075,Low,4/24/2014,4/27/2014
7143,High,3/5/2014,3/11/2014
2697,Low,6/20/2011,6/27/2011
8176,Medium,6/16/2012,6/17/2012
17089,High,2/20/2013,2/21/2013
3108,High,8/29/2012,9/4/2012
17288,Medium,4/1/2012,4/4/2012
6046,Low,12/5/2011,12/5/2011
3036,High,9/18/2011,9/21/2011
5770,Medium,9/22/2012,9/26/2012
17466,Low,7/6/2012,7/9/2012
10537,Low,4/12/2013,4/16/2013
16651,Low,4/11/2014,4/14/2014
6773,Medium,6/3/2014,6/10/2014
233,High,6/16/2013,6/16/2013
4572,Low,4/1/2013,4/2/2013
7170,Medium,1/20/2014,1/21/2014
15937,High,5/9/2014,5/13/2014
9652,Medium,11/25/2011,11/27/2011
6056,Medium,8/1/2013,8/6/2013
18201,Low,1/19/2013,1/22/2013
10929,Medium,5/31/2013,5/31/2013
15224,High,1/16/2014,1/20/2014
14825,Low,5/23/2014,5/30/2014
17355,High,10/18/2011,10/22/2011
9224,Medium,5/22/2014,5/24/2014
8602,Medium,12/25/2013,1/1/2014
15842,Medium,9/3/2011,9/8/2011
6675,High,9/6/2013,9/13/2013
17626,High,7/15/2012,7/20/2012
6056,High,8/4/2013,8/10/2013
10972,Low,10/3/2012,10/5/2012
15589,High,3/9/2012,3/13/2012
16178,Medium,6/7/2012,6/8/2012
2710,Medium,7/9/2013,7/11/2013
3591,High,4/19/2013,4/20/2013
2248,Low,6/13/2012,6/20/2012
8869,High,12/24/2013,12/27/2013
9254,Medium,8/20/2011,8/24/2011
3189,Medium,5/9/2014,5/14/2014
7471,High,12/7/2011,12/13/2011
16756,Low,12/12/2012,12/14/2012
1512,Medium,5/30/2013,6/1/2013
2615,High,4/23/2012,4/26/2012
17626,Medium,8/25/2013,8/27/2013
11967,High,11/4/2011,11/9/2011
2277,Low,10/31/2013,11/1/2013
16014,Medium,7/24/2012,7/26/2012
3754,Medium,11/26/2013,11/27/2013
16519,High,4/16/2012,4/19/2012
13360,Low,4/30/2014,5/3/2014
18136,Medium,12/18/2011,12/18/2011
17050,Medium,4/12/2013,4/14/2013
14006,Low,1/27/2014,1/27/2014
4994,Medium,9/17/2011,9/21/2011
6310,High,3/28/2012,4/4/2012
15264,Medium,11/4/2012,11/11/2012
10597,Medium,4/3/2014,4/3/2014
8090,High,7/5/2012,7/7/2012
4354,Low,11/13/2011,11/17/2011
6853,Medium,3/23/2014,3/30/2014
13534,Medium,6/20/2012,6/23/2012
3883,Low,10/15/2012,10/21/2012
11130,Medium,9/21/2011,9/26/2011
17746,Medium,6/12/2013,6/12/2013
11667,Low,11/12/2013,11/15/2013
17109,Low,9/26/2013,10/2/2013
1099,High,9/2/2013,9/8/2013
9348,High,11/17/2013,11/17/2013
12473,Low,7/9/2011,7/15/2011
5755,Low,11/7/2013,11/12/2013
3054,Low,11/17/2013,11/17/2013
7571,High,11/23/2013,11/26/2013
1043,High,12/21/2012,12/22/2012
11292,Low,1/5/2013,1/5/2013
6427,High,1/27/2012,2/1/2012
